Date,Open,High,Low,Close,Adj Close,Volume,UpperB,LowerB,PercentB
2012-04-09,138.029999,139.83999599999999,137.83999599999999,138.220001,122.856125,127555900,142.28247962201678,138.13551977798332,0.020371844723364445
2012-04-10,137.949997,138.33999599999999,135.759995,135.899994,120.79403700000002,235360300,142.71796732344163,137.53203127655846,-0.31470447414008196
2012-04-11,137.28999299999998,137.53999299999998,136.75,137.0,121.771774,154133000,142.91817483795714,137.0258239620429,-0.004382624624146401
2012-04-12,137.130005,138.899994,137.029999,138.78999299999998,123.36277,154321500,142.9093365609602,136.92266113903983,0.31191466537886137
2012-04-13,138.470001,138.820007,137.009995,137.139999,121.896179,169246700,142.94813957335774,136.52585792664232,0.09562661794375919
2012-04-16,137.83999599999999,138.03999299999998,136.580002,137.050003,121.816216,147825300,142.98822084164917,136.1607766583509,0.13024293099669546
2012-04-17,137.83999599999999,139.360001,137.699997,139.080002,123.620567,147877600,142.85192942298914,136.12006767701092,0.4396903018332814
2012-04-18,138.46000700000002,139.080002,138.380005,138.610001,123.202805,123884200,142.75071455509493,136.03828244490512,0.3831276820201864
2012-04-19,138.630005,139.149994,137.070007,137.720001,122.41171299999999,198666700,142.68309266752536,135.8569037324747,0.2729337387599668
2012-04-20,138.330002,138.830002,137.869995,137.949997,122.616142,143199600,142.67139146929892,135.74360493070114,0.31848441879755734
2012-04-23,136.53999299999998,136.91000400000001,135.940002,136.78999299999998,121.58511399999999,171844900,142.68411407417898,135.44488222582106,0.1858084949280956
2012-04-24,136.91000400000001,137.66000400000001,136.800003,137.309998,122.047302,137484200,142.34104801200868,135.3579479879914,0.279539173904833
2012-04-25,138.649994,139.25,138.529999,139.190002,123.718323,150252200,142.07321365818254,135.42778274181754,0.5661362378950678
2012-04-26,138.889999,140.320007,138.809998,140.16000400000001,124.580505,136291600,142.0266878023294,135.44330889767062,0.7164550560794222
2012-04-27,140.580002,140.78999299999998,139.800003,140.389999,124.784935,130725000,142.05072538747945,135.4352716125206,0.7489625891173595
2012-04-30,140.110001,140.21000700000002,139.490005,139.869995,124.322723,115092200,141.90530965228888,135.48668704771117,0.6829047635800677
2012-05-01,139.78999299999998,141.66000400000001,139.630005,140.740005,125.09600800000001,138832200,141.65521837668646,135.62677922331355,0.8481840235254918
2012-05-02,139.919998,140.46000700000002,139.46000700000002,140.320007,124.722733,121081000,141.46204355059334,135.72595524940667,0.8009032478881
2012-05-03,140.33999599999999,140.449997,138.990005,139.25,123.771667,143759700,141.38749199242827,135.73950670757173,0.6215478821874157
2012-05-04,138.520004,139.300003,136.919998,137.0,121.771774,193927300,141.26845799116273,135.57954140883731,0.24968877124615071
2012-05-07,136.509995,137.559998,136.46000700000002,137.100006,121.860634,127765900,141.2728272758335,135.46317262416653,0.2817436618825217
2012-05-08,136.279999,136.770004,134.919998,136.550003,121.37178,213377700,141.20176092349323,135.59923987650677,0.16970273123822338
2012-05-09,135.100006,136.610001,134.490005,135.740005,120.651802,220752500,141.32205712786038,135.35294417213964,0.0648439442730595
2012-05-10,136.679993,136.850006,135.71000700000002,136.020004,120.90070300000001,150600000,141.34771495404237,135.05028744595768,0.1539861400226347
2012-05-11,135.169998,136.869995,135.110001,135.610001,120.53623999999999,153032400,141.44888019509548,134.79612240490454,0.12233702484937668
2012-05-14,134.309998,135.610001,133.91000400000001,134.110001,119.20298000000001,163910000,141.7333143685511,134.21768803144894,-0.014328417435725535
2012-05-15,134.020004,134.809998,133.130005,133.33999599999999,118.518547,207629300,141.93600449113313,133.44099730886694,-0.011889490697288776
2012-05-16,133.940002,134.550003,132.800003,132.830002,118.065262,207265500,142.1408430162636,132.65815888373646,0.018121780063736992
2012-05-17,132.860001,133.020004,130.78999299999998,130.860001,116.314247,247992900,142.62125660479126,131.49174529520883,-0.056762986049970716
2012-05-18,131.369995,131.600006,129.550003,129.740005,115.31874099999999,319615900,143.0770687162067,130.21493398379337,-0.036924584734486364
2012-05-21,130.16000400000001,132.020004,129.949997,131.970001,117.30085,177861100,143.16613074339344,129.64387275660667,0.17202217600539024
2012-05-22,132.309998,133.229996,131.33999599999999,132.199997,117.50529499999999,197531200,143.1486527949048,129.15035060509527,0.21785830549684854
2012-05-23,131.25,132.46000700000002,129.990005,132.270004,117.56748999999999,204958400,142.85377380592422,128.75322979407588,0.24940698762892147
2012-05-24,132.630005,132.83999599999999,131.419998,132.529999,117.798607,167357600,142.30341745840624,128.54058564159388,0.2898686412437844
2012-05-25,132.479996,132.850006,131.779999,132.100006,117.416428,135465600,141.62246754609333,128.39253625390677,0.2802334845293433
2012-05-29,133.16000400000001,133.929993,131.169998,133.699997,118.83856200000001,152883500,140.92309265047305,128.47491134952708,0.4197469111472412
2012-05-30,132.559998,133.690002,131.490005,131.759995,117.11419699999999,162370400,139.9091573221167,128.5908456778834,0.2800019492069107
2012-05-31,131.71000700000002,132.449997,130.33999599999999,131.470001,116.85643799999998,196186000,138.814675371867,128.80032702813315,0.26658489202018876
2012-06-01,129.41000400000001,131.5,128.16000400000001,128.16000400000001,113.91435200000001,253240900,138.17801913466667,128.32798366533348,-0.01705371172077957
2012-06-04,128.389999,128.740005,127.139999,128.100006,113.861046,202545800,137.9125490418827,127.70345435811743,0.038842978164673754
2012-06-05,127.849998,129.259995,127.779999,129.070007,114.72321299999999,164149400,137.35029480062602,127.46270869937408,0.16255719891252485
2012-06-06,129.970001,132.029999,129.929993,131.970001,117.30085,184202800,136.72128364961767,127.63371965038246,0.47716652669323334
2012-06-07,133.470001,133.529999,131.779999,132.050003,117.37196399999999,184772700,136.21605371723703,127.76994938276309,0.5067488451175396
2012-06-08,131.71000700000002,133.130005,131.28999299999998,133.100006,118.30526,143915400,135.66647244107037,128.02753085892977,0.6640285288906242
2012-06-11,134.169998,134.25,131.279999,131.41000400000001,116.80311599999999,169756100,135.0225282827682,128.25147531723192,0.46647525855203964
2012-06-12,131.78999299999998,133.009995,131.16000400000001,132.919998,118.145241,181931800,134.81878304979938,128.3362202502007,0.7070934584826638
2012-06-13,132.529999,133.360001,131.619995,132.070007,117.38975500000001,172223900,134.6582059187329,128.36979848126714,0.5884174261176774
2012-06-14,132.33999599999999,134.0,131.979996,133.470001,118.63413999999999,230615500,134.7588768019768,128.33312749802323,0.7994201545983429
2012-06-15,133.380005,134.259995,133.100006,134.139999,119.847435,169444500,135.1051217517966,128.31488234820344,0.8578661672391269
2012-06-18,133.580002,134.729996,133.279999,134.399994,120.079742,131360900,135.40776770128082,128.4782352987192,0.8545682965695802
2012-06-19,135.080002,136.25,134.369995,135.699997,121.241211,137382600,135.98042096176022,128.2785816382398,0.9635900010399019
2012-06-20,135.71000700000002,136.100006,134.270004,135.479996,121.044655,206451800,136.42612985315918,128.16087264684086,0.8855288069636943
2012-06-21,135.639999,135.779999,132.330002,132.440002,118.328552,205272200,136.4351255307822,128.1688767692178,0.5166944951671018
2012-06-22,133.130005,133.71000700000002,132.619995,133.46000700000002,119.239899,130029200,136.51323203937466,128.18377106062536,0.6334426624766909
2012-06-25,132.050003,132.100006,130.850006,131.320007,117.32791100000001,146375700,136.49856722405062,128.1204359759494,0.3818955479810305
2012-06-26,131.699997,132.380005,130.929993,131.979996,117.91758,141634000,136.36269706358198,128.08430603641798,0.4705854012934443
2012-06-27,132.419998,133.429993,131.970001,133.169998,118.980804,108088000,136.44796174867244,128.14004165132755,0.6054411079711701
2012-06-28,132.28999299999998,132.990005,131.279999,132.78999299999998,118.641281,169242100,136.5007611001082,128.21924149989172,0.551921835696528
2012-06-29,135.199997,136.270004,134.850006,136.100006,121.59861000000001,212250900,136.72100952385455,128.7929932761454,0.9216697463209685
